Year,Match Number,City,Date,Winner,Team 1,Team 2,Total Score for Team 1,Total Wicket for Team 1,Total Score for Team 2,Total Wicket for Team 2,Batting team,Bowling team,Over Number,Runs Scored in over,Runs Scored till that over,Wicket Taken in over,Wickets Taken till that over,Winning Details,Match Detail,final_score,Current Run Rate,Remaining Overs
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,23,2,89,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.869565217391304,27
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,24,3,92,1,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8333333333333335,26
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,25,1,93,0,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.72,25
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,26,7,100,0,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8461538461538463,24
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,27,2,102,0,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.7777777777777777,23
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,28,5,107,0,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8214285714285716,22
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,29,5,112,0,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8620689655172415,21
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,30,5,117,0,3,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.9,20
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,31,4,121,1,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.903225806451613,19
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,32,4,125,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.90625,18
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,33,5,130,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.9393939393939394,17
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,34,4,134,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.9411764705882355,16
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,35,2,136,1,5,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8857142857142857,15
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,36,4,140,0,5,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.888888888888889,14
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,37,2,142,0,5,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8378378378378377,13
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,38,2,144,1,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.789473684210526,12
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,39,3,147,1,7,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.769230769230769,11
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,40,1,148,0,7,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.7,10
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,41,1,149,0,7,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.6341463414634148,9
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,42,6,155,0,7,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.6904761904761907,8
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,43,8,163,0,7,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.7906976744186047,7
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,44,4,167,0,7,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.7954545454545454,6
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,45,6,173,1,8,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8444444444444446,5
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,46,3,176,1,9,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.8260869565217392,4
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,AUS,PAK,47,0,176,1,10,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,3.74468085106383,3
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,1,4,4,0,0,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.0,49
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,2,7,11,0,0,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,5.5,48
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,3,2,13,1,1,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.333333333333333,47
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,4,8,21,0,1,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,5.25,46
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,5,0,21,0,1,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.2,45
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,6,9,30,0,1,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,5.0,44
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,7,3,33,0,1,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.714285714285714,43
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,8,4,37,0,1,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.625,42
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,9,8,45,1,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,5.0,41
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,10,0,45,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.5,40
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,11,6,51,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.636363636363637,39
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,12,6,57,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.75,38
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,13,2,59,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.538461538461538,37
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,14,0,59,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.214285714285714,36
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,15,3,62,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.133333333333334,35
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,16,9,71,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.4375,34
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,17,1,72,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.235294117647059,33
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,18,1,73,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.055555555555555,32
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,19,6,79,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.157894736842105,31
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,20,5,84,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.2,30
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,21,8,92,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.380952380952381,29
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,22,4,96,0,2,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.363636363636363,28
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,23,2,98,2,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.260869565217392,27
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,24,3,101,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.208333333333333,26
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,25,8,109,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.36,25
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,26,9,118,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.538461538461538,24
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,27,2,120,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.444444444444445,23
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,28,2,122,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.357142857142857,22
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,29,4,126,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.344827586206897,21
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,30,5,131,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.366666666666666,20
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,31,7,138,0,4,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.451612903225806,19
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,32,1,139,1,5,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.34375,18
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,33,4,143,1,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.333333333333333,17
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,34,4,147,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.323529411764706,16
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,35,7,154,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.4,15
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,36,1,155,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.305555555555555,14
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,37,1,156,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.216216216216216,13
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,38,6,162,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.2631578947368425,12
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,39,5,167,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.282051282051282,11
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,40,2,169,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.225,10
2011,40th Match, Group A (D/N),March 19 2011,Pakistan ,AUS,PAK,176,10,178,6,PAK,AUS,41,9,178,0,6,Pakistan won by 4 wickets (with 54 balls remaining),"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",176,4.341463414634147,9
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,1,5,5,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,5.0,49
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,2,4,9,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.5,48
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,3,3,12,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.0,47
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,4,2,14,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.5,46
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,5,5,19,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.8,45
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,6,1,20,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.3333333333333335,44
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,7,4,24,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.4285714285714284,43
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,8,7,31,0,0,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.875,42
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,9,1,32,1,1,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.5555555555555554,41
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,10,4,36,1,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.6,40
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,11,0,36,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.272727272727273,39
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,12,6,42,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.5,38
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,13,4,46,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.5384615384615383,37
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,14,7,53,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.7857142857142856,36
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,15,2,55,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.6666666666666665,35
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,16,7,62,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.875,34
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,17,6,68,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.0,33
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,18,2,70,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.888888888888889,32
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,19,5,75,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,3.9473684210526314,31
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,20,8,83,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.15,30
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,21,10,93,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.428571428571429,29
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,22,4,97,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.409090909090909,28
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,23,7,104,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.521739130434782,27
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,24,3,107,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.458333333333333,26
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,25,8,115,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.6,25
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,26,5,120,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.615384615384615,24
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,27,1,121,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.481481481481482,23
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,28,15,136,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,4.857142857142857,22
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,29,10,146,0,2,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,5.0344827586206895,21
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,30,4,150,1,3,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,5.0,20
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,31,10,160,0,3,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,5.161290322580645,19
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,32,4,164,0,3,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,5.125,18
2011,41st Match, Group A,March 20 2011,Zimbabwe ,ZIM,KENYA,308,6,147,10,ZIM,KENYA,33,1,165,1,4,Zimbabwe won by 161 runs,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",308,5.0,17
